,action_type,combined_shot_type,loc_x,loc_y,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_basic,shot_zone_range,team_name,matchup,opponent,year
138,Jump Shot,Jump Shot,113,179,8,2,0,2000-01,13,21,Hit,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ SAC,SAC,2000
139,Jump Shot,Jump Shot,169,-2,6,2,0,2000-01,27,16,Hit,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ SAC,SAC,2000
140,Jump Shot,Jump Shot,91,156,0,2,0,2000-01,52,18,Miss,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ SAC,SAC,2000
141,Jump Shot,Jump Shot,134,93,0,2,0,2000-01,19,16,Miss,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ SAC,SAC,2000
142,Jump Shot,Jump Shot,47,477,0,2,0,2000-01,0,47,Miss,3PT Field Goal,Back Court(BC),Backcourt,Back Court Shot,Los Angeles Lakers,LAL @ SAC,SAC,2000
143,Jump Shot,Jump Shot,11,137,8,3,0,2000-01,52,13,Miss,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,Los Angeles Lakers,LAL @ SAC,SAC,2000
144,Jump Shot,Jump Shot,199,13,2,3,0,2000-01,55,19,Miss,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ SAC,SAC,2000
145,Jump Shot,Jump Shot,77,236,0,3,0,2000-01,1,24,Miss,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL @ SAC,SAC,2000
146,Jump Shot,Jump Shot,11,247,9,4,0,2000-01,18,24,Miss,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL @ SAC,SAC,2000
147,Jump Shot,Jump Shot,-103,230,5,4,0,2000-01,43,25,Miss,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL @ SAC,SAC,2000
148,Jump Shot,Jump Shot,-31,247,0,4,0,2000-01,2,24,Hit,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL @ SAC,SAC,2000
149,Jump Shot,Jump Shot,-10,99,2,5,0,2000-01,5,9,Hit,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,Los Angeles Lakers,LAL @ SAC,SAC,2000
150,Jump Shot,Jump Shot,13,100,2,5,0,2000-01,7,10,Miss,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,Los Angeles Lakers,LAL @ SAC,SAC,2000
151,Jump Shot,Jump Shot,-73,200,0,5,0,2000-01,24,21,Hit,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ SAC,SAC,2000
152,Jump Shot,Jump Shot,-77,184,10,1,0,2000-01,5,19,Hit,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ DEN,DEN,2000
153,Jump Shot,Jump Shot,188,177,9,1,0,2000-01,7,25,Miss,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL @ DEN,DEN,2000
154,Driving Layup Shot,Layup,0,0,8,1,0,2000-01,15,0,Miss,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL @ DEN,DEN,2000
155,Jump Shot,Jump Shot,-128,137,4,1,0,2000-01,22,18,Miss,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ DEN,DEN,2000
156,Alley Oop Dunk Shot,Dunk,0,0,4,1,0,2000-01,9,0,Hit,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL @ DEN,DEN,2000
157,Jump Shot,Jump Shot,1,93,11,2,0,2000-01,19,9,Miss,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,Los Angeles Lakers,LAL @ DEN,DEN,2000
158,Jump Shot,Jump Shot,115,160,6,2,0,2000-01,51,19,Hit,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ DEN,DEN,2000
159,Jump Shot,Jump Shot,159,200,6,2,0,2000-01,11,25,Hit,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL @ DEN,DEN,2000
160,Jump Shot,Jump Shot,167,0,0,2,0,2000-01,21,16,Miss,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ DEN,DEN,2000
161,Jump Shot,Jump Shot,-162,245,11,3,0,2000-01,17,29,Miss,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL @ DEN,DEN,2000
162,Jump Shot,Jump Shot,167,-6,8,3,0,2000-01,35,16,Miss,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ DEN,DEN,2000
163,Jump Shot,Jump Shot,-4,150,6,3,0,2000-01,24,15,Hit,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,Los Angeles Lakers,LAL @ DEN,DEN,2000
164,Jump Shot,Jump Shot,-185,9,5,3,0,2000-01,1,18,Hit,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ DEN,DEN,2000
165,Jump Shot,Jump Shot,237,19,3,3,0,2000-01,21,23,Hit,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,Los Angeles Lakers,LAL @ DEN,DEN,2000
166,Jump Shot,Jump Shot,-229,19,0,3,0,2000-01,47,22,Hit,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,Los Angeles Lakers,LAL @ DEN,DEN,2000
167,Driving Layup Shot,Layup,0,0,11,4,0,2000-01,10,0,Miss,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL @ DEN,DEN,2000
168,Reverse Dunk Shot,Dunk,0,0,7,4,0,2000-01,10,0,Hit,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL @ DEN,DEN,2000
169,Jump Shot,Jump Shot,37,82,1,4,0,2000-01,18,8,Hit,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,Los Angeles Lakers,LAL @ DEN,DEN,2000
170,Jump Shot,Jump Shot,-42,87,0,4,0,2000-01,46,9,Miss,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,Los Angeles Lakers,LAL @ DEN,DEN,2000
171,Jump Shot,Jump Shot,28,247,9,1,0,2000-01,3,24,Miss,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL vs. CHI,CHI,2000
172,Jump Shot,Jump Shot,7,97,6,1,0,2000-01,10,9,Miss,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,Los Angeles Lakers,LAL vs. CHI,CHI,2000
173,Slam Dunk Shot,Dunk,0,0,3,1,0,2000-01,10,0,Hit,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL vs. CHI,CHI,2000
174,Layup Shot,Layup,0,0,0,1,0,2000-01,13,0,Miss,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL vs. CHI,CHI,2000
175,Slam Dunk Shot,Dunk,0,0,7,2,0,2000-01,24,0,Hit,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL vs. CHI,CHI,2000
176,Jump Shot,Jump Shot,115,135,6,2,0,2000-01,3,17,Miss,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL vs. CHI,CHI,2000
177,Jump Shot,Jump Shot,142,184,0,2,0,2000-01,44,23,Miss,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL vs. CHI,CHI,2000
178,Slam Dunk Shot,Dunk,0,0,11,3,0,2000-01,24,0,Hit,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL vs. CHI,CHI,2000
179,Layup Shot,Layup,0,0,10,3,0,2000-01,19,0,Hit,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL vs. CHI,CHI,2000
180,Jump Shot,Jump Shot,79,163,9,3,0,2000-01,45,18,Miss,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL vs. CHI,CHI,2000
181,Jump Shot,Jump Shot,142,141,7,3,0,2000-01,22,20,Hit,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL vs. CHI,CHI,2000
182,Jump Shot,Jump Shot,30,125,6,3,0,2000-01,43,12,Miss,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,Los Angeles Lakers,LAL vs. CHI,CHI,2000
183,Running Jump Shot,Jump Shot,-60,97,4,3,0,2000-01,55,11,Hit,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,Los Angeles Lakers,LAL vs. CHI,CHI,2000
184,Driving Layup Shot,Layup,0,0,1,3,0,2000-01,34,0,Miss,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL vs. CHI,CHI,2000
185,Jump Shot,Jump Shot,115,245,11,4,0,2000-01,13,27,Miss,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL vs. CHI,CHI,2000
186,Jump Shot,Jump Shot,-132,184,10,4,0,2000-01,52,22,Miss,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL vs. CHI,CHI,2000
187,Driving Layup Shot,Layup,0,0,10,4,0,2000-01,12,0,Miss,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL vs. CHI,CHI,2000
188,Layup Shot,Layup,0,0,10,4,0,2000-01,8,0,Miss,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL vs. CHI,CHI,2000
189,Running Jump Shot,Jump Shot,-25,76,2,4,0,2000-01,20,8,Hit,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,Los Angeles Lakers,LAL vs. CHI,CHI,2000
190,Jump Shot,Jump Shot,-145,108,1,4,0,2000-01,37,18,Miss,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL vs. CHI,CHI,2000
191,Jump Shot,Jump Shot,-208,-29,0,4,0,2000-01,31,21,Miss,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL vs. CHI,CHI,2000
192,Jump Shot,Jump Shot,-105,148,10,1,0,2000-01,5,18,Hit,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL vs. GSW,GSW,2000
193,Jump Shot,Jump Shot,-48,175,8,1,0,2000-01,0,18,Miss,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL vs. GSW,GSW,2000
194,Jump Shot,Jump Shot,-77,247,4,1,0,2000-01,58,25,Miss,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL vs. GSW,GSW,2000
195,Driving Layup Shot,Layup,0,0,2,1,0,2000-01,36,0,Hit,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL vs. GSW,GSW,2000
196,Layup Shot,Layup,0,0,2,1,0,2000-01,20,0,Miss,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL vs. GSW,GSW,2000
197,Slam Dunk Shot,Dunk,0,0,2,1,0,2000-01,8,0,Hit,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL vs. GSW,GSW,2000
198,Jump Shot,Jump Shot,142,226,1,1,0,2000-01,43,26,Hit,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL vs. GSW,GSW,2000
199,Alley Oop Dunk Shot,Dunk,0,0,10,2,0,2000-01,17,0,Hit,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL vs. GSW,GSW,2000
200,Jump Shot,Jump Shot,-63,171,9,2,0,2000-01,16,18,Hit,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL vs. GSW,GSW,2000
201,Alley Oop Dunk Shot,Dunk,0,0,3,2,0,2000-01,34,0,Hit,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL vs. GSW,GSW,2000
202,Jump Shot,Jump Shot,64,175,2,2,0,2000-01,30,18,Hit,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL vs. GSW,GSW,2000
203,Driving Dunk Shot,Dunk,0,0,9,3,0,2000-01,52,0,Hit,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL vs. GSW,GSW,2000
204,Driving Layup Shot,Layup,0,0,9,3,0,2000-01,12,0,Hit,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL vs. GSW,GSW,2000
205,Jump Shot,Jump Shot,115,236,6,3,0,2000-01,31,26,Hit,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL vs. GSW,GSW,2000
206,Dunk Shot,Dunk,0,0,6,3,0,2000-01,9,0,Miss,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL vs. GSW,GSW,2000
207,Turnaround Jump Shot,Jump Shot,163,7,5,3,0,2000-01,20,16,Miss,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL vs. GSW,GSW,2000
208,Layup Shot,Layup,0,0,2,3,0,2000-01,6,0,Miss,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL vs. GSW,GSW,2000
209,Driving Layup Shot,Layup,0,0,2,3,0,2000-01,0,0,Hit,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL vs. GSW,GSW,2000
210,Layup Shot,Layup,0,0,1,3,0,2000-01,26,0,Hit,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL vs. GSW,GSW,2000
211,Jump Shot,Jump Shot,64,40,10,1,0,2000-01,33,7,Miss,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,Los Angeles Lakers,LAL vs. MIN,MIN,2000
212,Running Jump Shot,Jump Shot,-105,-2,7,1,0,2000-01,33,10,Hit,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,Los Angeles Lakers,LAL vs. MIN,MIN,2000
213,Reverse Layup Shot,Layup,0,0,5,1,0,2000-01,52,0,Hit,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL vs. MIN,MIN,2000
214,Jump Shot,Jump Shot,64,95,3,1,0,2000-01,56,11,Hit,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,Los Angeles Lakers,LAL vs. MIN,MIN,2000
215,Jump Shot,Jump Shot,-132,2,1,1,0,2000-01,4,13,Hit,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,Los Angeles Lakers,LAL vs. MIN,MIN,2000
216,Jump Shot,Jump Shot,73,17,10,3,0,2000-01,53,7,Miss,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,Los Angeles Lakers,LAL vs. MIN,MIN,2000
217,Dunk Shot,Dunk,0,0,9,3,0,2000-01,45,0,Hit,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL vs. MIN,MIN,2000
218,Jump Shot,Jump Shot,-132,154,6,3,0,2000-01,24,20,Miss,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL vs. MIN,MIN,2000
219,Layup Shot,Layup,0,0,5,3,0,2000-01,58,0,Hit,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL vs. MIN,MIN,2000
220,Jump Shot,Jump Shot,235,23,2,3,0,2000-01,42,23,Miss,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,Los Angeles Lakers,LAL vs. MIN,MIN,2000
221,Jump Shot,Jump Shot,28,175,0,3,0,2000-01,21,17,Hit,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL vs. MIN,MIN,2000
222,Jump Shot,Jump Shot,184,171,11,4,0,2000-01,38,25,Hit,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL vs. MIN,MIN,2000
223,Running Jump Shot,Jump Shot,127,61,9,4,0,2000-01,50,14,Miss,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,Los Angeles Lakers,LAL vs. MIN,MIN,2000
224,Turnaround Jump Shot,Jump Shot,28,89,9,4,0,2000-01,36,9,Hit,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,Los Angeles Lakers,LAL vs. MIN,MIN,2000
225,Jump Shot,Jump Shot,-84,213,7,4,0,2000-01,30,22,Hit,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL vs. MIN,MIN,2000
226,Running Jump Shot,Jump Shot,-119,144,5,4,0,2000-01,24,18,Hit,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL vs. MIN,MIN,2000
227,Running Jump Shot,Jump Shot,0,110,10,1,0,2000-01,25,11,Miss,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,Los Angeles Lakers,LAL @ LAC,LAC,2000
228,Driving Layup Shot,Layup,0,0,7,1,0,2000-01,14,0,Hit,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL @ LAC,LAC,2000
229,Jump Shot,Jump Shot,127,80,6,1,0,2000-01,17,15,Miss,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,Los Angeles Lakers,LAL @ LAC,LAC,2000
230,Jump Shot,Jump Shot,-143,219,5,1,0,2000-01,44,26,Hit,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL @ LAC,LAC,2000
231,Jump Shot,Jump Shot,77,141,7,2,0,2000-01,18,16,Hit,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ LAC,LAC,2000
232,Running Jump Shot,Jump Shot,-6,70,6,2,0,2000-01,35,7,Hit,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,Los Angeles Lakers,LAL @ LAC,LAC,2000
233,Driving Layup Shot,Layup,0,0,2,2,0,2000-01,8,0,Hit,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL @ LAC,LAC,2000
234,Layup Shot,Layup,0,0,1,2,0,2000-01,39,0,Hit,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL @ LAC,LAC,2000
235,Jump Shot,Jump Shot,144,215,0,2,0,2000-01,36,25,Hit,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL @ LAC,LAC,2000
236,Jump Shot,Jump Shot,-63,177,11,3,0,2000-01,24,18,Miss,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ LAC,LAC,2000
237,Jump Shot,Jump Shot,100,259,7,3,0,2000-01,20,27,Miss,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL @ LAC,LAC,2000
238,Turnaround Jump Shot,Jump Shot,-48,78,4,3,0,2000-01,53,9,Hit,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,Los Angeles Lakers,LAL @ LAC,LAC,2000
239,Jump Shot,Jump Shot,153,198,3,3,0,2000-01,42,25,Miss,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL @ LAC,LAC,2000
240,Alley Oop Layup shot,Layup,-56,21,2,3,0,2000-01,15,5,Hit,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,Los Angeles Lakers,LAL @ LAC,LAC,2000
241,Driving Layup Shot,Layup,0,0,0,3,0,2000-01,54,0,Miss,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL @ LAC,LAC,2000
242,Jump Shot,Jump Shot,201,11,11,4,0,2000-01,7,20,Hit,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ LAC,LAC,2000
243,Jump Shot,Jump Shot,243,34,9,1,0,2000-01,42,24,Hit,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,Los Angeles Lakers,LAL vs. IND,IND,2000
244,Jump Shot,Jump Shot,123,232,5,1,0,2000-01,0,26,Hit,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL vs. IND,IND,2000
245,Jump Shot,Jump Shot,-157,137,3,1,0,2000-01,30,20,Hit,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL vs. IND,IND,2000
246,Jump Shot,Jump Shot,138,110,11,2,0,2000-01,8,17,Miss,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL vs. IND,IND,2000
247,Jump Shot,Jump Shot,102,137,8,2,0,2000-01,40,17,Miss,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL vs. IND,IND,2000
248,Jump Shot,Jump Shot,186,17,3,2,0,2000-01,47,18,Miss,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL vs. IND,IND,2000
249,Driving Layup Shot,Layup,0,0,2,2,0,2000-01,54,0,Hit,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL vs. IND,IND,2000
250,Slam Dunk Shot,Dunk,0,0,8,3,0,2000-01,22,0,Hit,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL vs. IND,IND,2000
251,Jump Shot,Jump Shot,142,245,7,3,0,2000-01,22,28,Miss,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL vs. IND,IND,2000
252,Jump Shot,Jump Shot,-33,70,6,3,0,2000-01,52,7,Miss,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,Los Angeles Lakers,LAL vs. IND,IND,2000
253,Jump Shot,Jump Shot,-12,42,6,3,0,2000-01,48,4,Miss,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,Los Angeles Lakers,LAL vs. IND,IND,2000
254,Jump Shot,Jump Shot,121,104,4,3,0,2000-01,58,15,Miss,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,Los Angeles Lakers,LAL vs. IND,IND,2000
255,Driving Layup Shot,Layup,0,0,4,3,0,2000-01,3,0,Hit,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL vs. IND,IND,2000
256,Jump Shot,Jump Shot,79,163,3,3,0,2000-01,18,18,Miss,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL vs. IND,IND,2000
257,Jump Shot,Jump Shot,-94,0,2,3,0,2000-01,57,9,Miss,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,Los Angeles Lakers,LAL vs. IND,IND,2000
258,Running Jump Shot,Jump Shot,-124,135,2,3,0,2000-01,19,18,Hit,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL vs. IND,IND,2000
259,Running Dunk Shot,Dunk,0,0,1,3,0,2000-01,15,0,Miss,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL vs. IND,IND,2000
260,Jump Shot,Jump Shot,108,409,0,3,0,2000-01,0,42,Miss,3PT Field Goal,Back Court(BC),Above the Break 3,Back Court Shot,Los Angeles Lakers,LAL vs. IND,IND,2000
261,Jump Shot,Jump Shot,-67,135,10,4,0,2000-01,32,15,Miss,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,Los Angeles Lakers,LAL vs. IND,IND,2000
262,Jump Shot,Jump Shot,-160,224,10,4,0,2000-01,6,27,Hit,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL vs. IND,IND,2000
263,Jump Shot,Jump Shot,-134,9,10,1,0,2000-01,59,13,Hit,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,Los Angeles Lakers,LAL @ SEA,SEA,2000
264,Jump Shot,Jump Shot,-122,15,8,1,0,2000-01,37,12,Miss,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,Los Angeles Lakers,LAL @ SEA,SEA,2000
265,Jump Shot,Jump Shot,-101,116,7,1,0,2000-01,10,15,Miss,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,Los Angeles Lakers,LAL @ SEA,SEA,2000
266,Running Jump Shot,Jump Shot,-29,19,0,1,0,2000-01,48,3,Hit,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL @ SEA,SEA,2000
267,Jump Shot,Jump Shot,-50,245,0,1,0,2000-01,24,25,Miss,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL @ SEA,SEA,2000
268,Jump Shot,Jump Shot,-150,466,0,1,0,2000-01,0,48,Miss,3PT Field Goal,Back Court(BC),Backcourt,Back Court Shot,Los Angeles Lakers,LAL @ SEA,SEA,2000
269,Layup Shot,Layup,-29,13,11,2,0,2000-01,48,3,Miss,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL @ SEA,SEA,2000
270,Jump Shot,Jump Shot,-35,19,9,2,0,2000-01,0,3,Miss,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL @ SEA,SEA,2000
271,Jump Shot,Jump Shot,-35,19,1,2,0,2000-01,54,3,Miss,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL @ SEA,SEA,2000
272,Slam Dunk Shot,Dunk,0,0,9,3,0,2000-01,37,0,Hit,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL @ SEA,SEA,2000
273,Jump Shot,Jump Shot,167,207,9,3,0,2000-01,6,26,Miss,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL @ SEA,SEA,2000
274,Slam Dunk Shot,Dunk,0,0,7,3,0,2000-01,2,0,Hit,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL @ SEA,SEA,2000
275,Jump Shot,Jump Shot,60,177,3,3,0,2000-01,45,18,Hit,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ SEA,SEA,2000
276,Driving Layup Shot,Layup,0,0,1,3,0,2000-01,28,0,Hit,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL @ SEA,SEA,2000
